;177.0;142.0;125.0;221.0;172.0;12.0;2.0;165.0;238.0;237.0;137.0;6.0;97.0;90.0;164.0;59.0;191.0;166.0;3.0;42.0;72.0;189.0;119.0;1.0;102.0;86.0;4.0;170.0;130.0;93.0;133.0;84.0;95.0;195.0;16.0;163.0;176.0;213.0;27.0;196.0;21.0;114.0;197.0;117.0;175.0;67.0;132.0;58.0;113.0;13.0;115.0;118.0;63.0;131.0;200.0;71.0;204.0;162.0;98.0;148.0;7.0;246.0;129.0;14.0;169.0;10.0;226.0;145.0;207.0;31.0;276.0;8.0;188.0;201.0;277.0;233.0;48.0;87.0;77.0;108.0;279.0;20.0;103.0;50.0;214.0;205.0;19.0;187.0;218.0;15.0;193.0;123.0;68.0;202.0;111.0;47.0;52.0;122.0;245.0;216.0;18.0;74.0;55.0;199.0;182.0;105.0;33.0;43.0;185.0;141.0;5.0;40.0;171.0;178.0;60.0;107.0;121.0;9.0;206.0;109.0;104.0;17.0;149.0;112.0;116.0;275.0;106.0;147.0;198.0;101.0;225.0;194.0;22.0;211.0;215.0;168.0;244.0;85.0;99.0;161.0;66.0;32.0;135.0;36.0;255.0;209.0;53.0;167.0;30.0;34.0;203.0;152.0;184.0;139.0;253.0;82.0;100.0;138.0;160.0;140.0;65.0;41.0;89.0;120.0;124.0;192.0;29.0;212.0;153.0;256.0;11.0;219.0;179.0;110.0;75.0;73.0;64.0;126.0;232.0;220.0;127.0;210.0;180.0;96.0;150.0;181.0;155.0;28.0;159.0;46.0;61.0;146.0;136.0;217.0;157.0;151.0;0.0;91.0;224.0;240.0;241.0;158.0;236.0;228.0;208.0;69.0;267.0;229.0;35.0;56.0;257.0;235.0;250.0;222.0;70.0;156.0;23.0;283.0;83.0;154.0;263.0;186.0;265.0;45.0;239.0;62.0;223.0;79.0;78.0;88.0;92.0;173.0;262.0;264.0;266.0;26.0;24.0;25.0;38.0;254.0;144.0;258.0;174.0;94.0;128.0;248.0;183.0;247.0;37.0;252.0;81.0;49.0;80.0;51.0;76.0;272.0;39.0;44.0;54.0;57.0;134.0;143.0;190.0;227.0;230.0;231.0;234.0;242.0;243.0;249.0;251.0;259.0;260.0;261.0;268.0;269.0;270.0;271.0;273.0;274.0;278.0;280.0;281.0;282.0;284.0;285.0;286.0;287.0;288.0;289.0;290.0;291.0;292.0;293.0;294.0;295.0;296.0
177.0;0;0;2.0;2.0;3.0;2.0;2.0;0;0;0;1.0;0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;5.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142.0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;0;0;0;1.0;0;0;1.0;7.0;0;0;2.0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
125.0;2.0;0;0;0;3.0;7.0;28.0;0;0;0;4.0;0;0;2.0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;16.0;1.0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;2.0;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;0;0;1.0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;7.0;0;0;0;1.0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;2.0;4.0;0;5.0;0;0;0;0;0;2.0;0;0;0;1.0;1.0;3.0;0;0;0;0;1.0;0;2.0;0;0;0;28.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
172.0;3.0;0;3.0;0;0;28.0;10.0;0;0;0;4.0;0;0;0;0;0;0;0;3.0;1.0;0;0;3.0;0;0;6.0;1.0;1.0;0;0;0;9.0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;4.0;0;0;0;1.0;0;3.0;0;1.0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;7.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;3.0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;1.0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;0;2.0;4.0;0;5.0;0;0;0;0;1.0;0;0;0;0;1.0;1.0;3.0;0;0;0;0;1.0;0;0;0;0;0;0;0;28.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.0;2.0;0;7.0;0;28.0;0;3.0;7.0;0;0;3.0;0;0;0;2.0;0;0;14.0;44.0;0;0;0;2.0;2.0;0;25.0;0;5.0;2.0;1.0;0;2.0;5.0;0;1.0;9.0;14.0;0;0;0;5.0;0;0;2.0;10.0;5.0;1.0;0;0;0;0;0;2.0;5.0;0;0;0;12.0;0;0;0;0;13.0;1.0;2.0;0;3.0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;5.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;3.0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;7.0;0;15.0;0;3.0;0;1.0;0;9.0;0;0;0;0;9.0;0;0;5.0;0;0;2.0;4.0;3.0;0;0;0;0;1.0;4.0;0;0;0;0;0;0;0;0;0;9.0;1.0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;4.0;0;0;6.0;2.0;0;4.0;0;0;0;0;0;4.0;1.0;0;1.0;10.0;0;2.0;2.0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;2.0;27.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.0;2.0;0;28.0;0;10.0;3.0;0;7.0;0;0;0;0;0;0;2.0;0;0;14.0;0;0;3.0;0;0;0;0;2.0;4.0;4.0;0;0;0;25.0;0;0;4.0;9.0;14.0;0;0;0;3.0;1.0;0;0;10.0;1.0;0;0;0;0;0;2.0;3.0;0;0;0;6.0;12.0;2.0;0;2.0;0;18.0;0;2.0;0;1.0;0;6.0;0;0;1.0;0;3.0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;7.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;3.0;0;0;2.0;0;0;5.0;0;0;0;0;0;0;0;0;0;1.0;2.0;7.0;0;0;0;2.0;0;0;1.0;9.0;0;0;0;0;6.0;0;0;5.0;0;0;2.0;4.0;5.0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;11.0;9.0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;4.0;0;0;6.0;2.0;0;4.0;0;0;0;0;0;4.0;1.0;2.0;0;4.0;0;0;2.0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;2.0;0;0;0;3.0;0;2.0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165.0;0;0;0;0;0;7.0;7.0;0;0;0;0;0;1.0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.0;0;0;0;0;0;1.0;0;0;0;0;0;23.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238.0;0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
